run,champion,runner_up
93986,Argentina,France
93987,Argentina,France
93988,Argentina,France
93989,Argentina,France
93990,Argentina,France
93991,France,Argentina
93992,Argentina,Spain
93993,England,France
93994,Argentina,France
93995,Argentina,France
93996,France,Argentina
93997,Argentina,France
93998,Argentina,France
93999,Argentina,Spain
94000,France,Argentina
94001,Argentina,France
94002,Spain,Argentina
94003,Argentina,Spain
94004,Argentina,France
94005,Argentina,France
94006,Spain,Argentina
94007,Spain,England
94008,England,France
94009,Argentina,Spain
94010,Spain,Argentina
94011,France,Argentina
94012,Argentina,Spain
94013,France,England
94014,France,Argentina
94015,Argentina,France
94016,Argentina,France
94017,Argentina,Spain
94018,Argentina,Spain
94019,Argentina,France
94020,Argentina,France
94021,Spain,Argentina
94022,Spain,Argentina
94023,England,France
94024,France,Argentina
94025,Spain,Argentina
94026,Argentina,France
94027,Spain,Argentina
94028,Argentina,France
94029,Argentina,France
94030,England,Spain
94031,Argentina,Spain
94032,Spain,Argentina
94033,France,Argentina
94034,Argentina,Spain
94035,Argentina,Spain
94036,Spain,Argentina
94037,Argentina,Spain
94038,Argentina,France
94039,France,Argentina
94040,France,Argentina
94041,Argentina,France
94042,France,Argentina
94043,Argentina,Spain
94044,Argentina,Spain
94045,Spain,Argentina
94046,Argentina,France
94047,Argentina,France
94048,Spain,Argentina
94049,England,France
94050,England,Spain
94051,Spain,Argentina
94052,Argentina,France
94053,Argentina,Spain
94054,Argentina,Spain
94055,Argentina,Spain
94056,Argentina,Spain
94057,France,Argentina
94058,Argentina,Spain
94059,Argentina,France
94060,France,England
94061,Spain,Argentina
94062,France,England
94063,Argentina,Spain
94064,Argentina,Spain
94065,Argentina,France
94066,Argentina,Spain
94067,Spain,Argentina
94068,Argentina,France
94069,France,Argentina
94070,Argentina,France
94071,Argentina,France
94072,Argentina,France
94073,France,Argentina
94074,Argentina,France
94075,Argentina,Spain
94076,Spain,Argentina
94077,Argentina,Spain
94078,Argentina,France
94079,Argentina,France
94080,Argentina,France
94081,France,Argentina
94082,England,France
94083,Argentina,France
94084,England,Spain
94085,Argentina,Spain
94086,Argentina,France
94087,France,England
94088,Argentina,Spain
94089,Argentina,France
94090,England,France
94091,France,Argentina
94092,Argentina,France
94093,France,England
94094,England,France
94095,Argentina,France
94096,Argentina,France
94097,Argentina,France
94098,France,Argentina
94099,England,France
94100,France,Argentina
94101,Spain,Argentina
94102,France,Argentina
94103,Spain,Argentina
94104,Argentina,Spain
94105,Argentina,Spain
94106,France,Argentina
94107,France,Argentina
94108,Argentina,Spain
94109,Argentina,France
94110,Spain,England
94111,France,Argentina
94112,Spain,Argentina
94113,France,Argentina
94114,Spain,Argentina
94115,Spain,England
94116,Argentina,Spain
94117,England,Spain
94118,Spain,Argentina
94119,Argentina,France
94120,Argentina,France
94121,England,France
94122,France,Argentina
94123,France,England
94124,Argentina,France
94125,France,Argentina
94126,Argentina,France
94127,Argentina,France
94128,Spain,Argentina
94129,France,Argentina
94130,Argentina,France
94131,Argentina,Spain
94132,Argentina,France
94133,Argentina,France
94134,Argentina,France
94135,England,France
94136,Spain,Argentina
94137,Argentina,Spain
94138,Spain,Argentina
94139,England,France
94140,Spain,Argentina
94141,Spain,England
94142,Argentina,France
94143,Argentina,France
94144,Spain,Argentina
94145,Argentina,France
94146,France,Argentina
94147,Argentina,France
94148,Spain,Argentina
94149,Argentina,Spain
94150,Argentina,Spain
94151,Argentina,France
94152,England,Spain
94153,France,Argentina
94154,Argentina,Spain
94155,France,Argentina
94156,Argentina,France
94157,Spain,England
94158,Argentina,Spain
94159,Argentina,France
94160,Spain,Argentina
94161,Argentina,Spain
94162,Argentina,Spain
94163,Spain,Argentina
94164,Argentina,France
94165,Spain,Argentina
94166,Argentina,Spain
94167,Argentina,France
94168,Argentina,Spain
94169,Argentina,France
94170,France,Argentina
94171,Spain,Argentina
94172,Argentina,Spain
94173,Spain,Argentina
94174,Spain,Argentina
94175,Spain,Argentina
94176,Argentina,France
94177,Spain,Argentina
94178,Spain,Argentina
94179,Spain,Argentina
94180,Argentina,Spain
94181,Argentina,Spain
94182,Argentina,Spain
94183,Argentina,France
94184,Argentina,Spain
94185,England,France
94186,Argentina,France
94187,Argentina,Spain
94188,Argentina,Spain
94189,France,Argentina
94190,France,England
94191,Spain,Argentina
94192,Argentina,France
94193,Argentina,France
94194,Argentina,Spain
94195,Argentina,France
94196,England,France
94197,France,Argentina
94198,France,Argentina
94199,Spain,Argentina
94200,Argentina,France
94201,Argentina,France
94202,Argentina,Spain
94203,Argentina,Spain
94204,France,England
94205,France,Argentina
94206,France,England
94207,Argentina,France
94208,Argentina,Spain
94209,France,Argentina
94210,France,Argentina
94211,Spain,England
94212,Spain,Argentina
94213,France,Argentina
94214,Argentina,Spain
94215,England,Spain
94216,France,Argentina
94217,France,Argentina
94218,France,Argentina
94219,Spain,England
94220,England,France
94221,Argentina,France
94222,Spain,England
94223,Argentina,Spain
94224,Argentina,France
94225,Spain,Argentina
94226,Argentina,Spain
94227,Argentina,France
94228,Argentina,France
94229,Argentina,Spain
94230,Argentina,Spain
94231,France,Argentina
94232,Argentina,France
94233,England,France
94234,Argentina,Spain
94235,Argentina,France
94236,Argentina,France
94237,Spain,Argentina
94238,Argentina,Spain
94239,France,England
94240,Argentina,Spain
94241,France,Argentina
94242,Argentina,Spain
94243,Argentina,France
94244,Argentina,Spain
94245,Argentina,Spain
94246,France,England
94247,Argentina,France
94248,Spain,Argentina
94249,France,Argentina
94250,Argentina,France
94251,France,England
94252,Argentina,France
94253,Argentina,France
94254,Argentina,France
94255,Spain,England
94256,France,England
94257,Spain,Argentina
94258,Spain,England
94259,Argentina,France
94260,Argentina,France
94261,Argentina,Spain
94262,France,Argentina
94263,France,England
94264,Argentina,Spain
94265,Spain,Argentina
94266,Argentina,France
94267,France,Argentina
94268,Argentina,Spain
94269,Argentina,Spain
94270,Argentina,France
94271,France,England
94272,Argentina,Spain
94273,Argentina,France
94274,Argentina,France
94275,Argentina,Spain
94276,Argentina,France
94277,Spain,Argentina
94278,England,France
94279,Argentina,France
94280,Argentina,France
94281,Argentina,France
94282,France,Argentina
94283,France,Argentina
94284,Argentina,Spain
94285,Spain,Argentina
94286,England,France
94287,Argentina,France
94288,Argentina,France
94289,Argentina,Spain
94290,England,France
94291,Argentina,Spain
94292,Argentina,France
94293,Argentina,Spain
94294,Argentina,Spain
94295,France,Argentina
94296,England,Spain
94297,England,France
94298,France,Argentina
94299,Argentina,France
94300,Argentina,France
94301,France,Argentina
94302,Spain,Argentina
94303,Spain,Argentina
94304,Argentina,France
94305,Argentina,France
94306,Spain,Argentina
94307,Argentina,Spain
94308,France,Argentina
94309,France,Argentina
94310,Argentina,Spain
94311,Argentina,Spain
94312,Argentina,Spain
94313,Argentina,Spain
94314,France,England
94315,Argentina,France
94316,France,Argentina
94317,Argentina,Spain
94318,Argentina,France
94319,France,Argentina
94320,France,Argentina
94321,Spain,England
94322,France,Argentina
94323,Argentina,France
94324,Argentina,France
94325,Argentina,Spain
94326,France,England
94327,Spain,Argentina
94328,Argentina,France
94329,Argentina,Spain
94330,Argentina,France
94331,Argentina,France
94332,Argentina,France
94333,Argentina,France
94334,England,France
94335,England,Spain
94336,Argentina,Spain
94337,Spain,Argentina
94338,Argentina,Spain
94339,England,Spain
94340,Spain,England
94341,Spain,England
94342,Argentina,France
94343,Argentina,France
94344,Spain,England
94345,France,Argentina
94346,Argentina,France
94347,France,Argentina
94348,France,England
94349,Spain,England
94350,France,England
94351,France,Argentina
94352,France,England
94353,Argentina,Spain
94354,Argentina,Spain
94355,Argentina,Spain
94356,France,Argentina
94357,Spain,Argentina
94358,England,France
94359,Argentina,Spain
94360,Argentina,Spain
94361,Argentina,France
94362,France,Argentina
94363,France,Argentina
94364,Argentina,Spain
94365,Argentina,Spain
94366,Argentina,Spain
94367,Argentina,Spain
94368,Spain,England
94369,France,England
94370,Argentina,France
94371,Argentina,Spain
94372,France,Argentina
94373,Argentina,France
94374,Argentina,France
94375,Argentina,France
94376,Argentina,France
94377,France,Argentina
94378,Argentina,France
94379,Argentina,France
94380,France,Argentina
94381,Argentina,France
94382,Argentina,France
94383,Argentina,France
94384,Argentina,Spain
94385,Argentina,France
94386,Argentina,France
94387,Argentina,France
94388,Argentina,France
94389,France,England
94390,Spain,England
94391,England,France
94392,Argentina,Spain
94393,Argentina,Spain
94394,Argentina,France
94395,Argentina,France
94396,Argentina,France
94397,England,Spain
94398,Spain,England
94399,Spain,Argentina
94400,France,Argentina
94401,Spain,Argentina
94402,Argentina,Spain
94403,Argentina,France
94404,France,England
94405,Spain,Argentina
94406,Argentina,France
94407,Spain,Argentina
94408,Argentina,France
94409,Argentina,France
94410,France,Argentina
94411,France,Argentina
94412,England,Spain
94413,Spain,Argentina
94414,Argentina,Spain
94415,Spain,Argentina
94416,Argentina,Spain
94417,Argentina,Spain
94418,France,Argentina
94419,Argentina,France
94420,Argentina,France
94421,Spain,Argentina
94422,Argentina,Spain
94423,Spain,England
94424,Argentina,France
94425,Argentina,France
94426,England,Spain
94427,Argentina,France
94428,France,Argentina
94429,Argentina,Spain
94430,France,Argentina
94431,Argentina,Spain
94432,Argentina,Spain
94433,Spain,Argentina
94434,Argentina,France
94435,France,Argentina
94436,Argentina,France
94437,England,France
94438,Argentina,France
94439,England,France
94440,Argentina,France
94441,Argentina,Spain
94442,Argentina,France
94443,Spain,Argentina
94444,England,Spain
94445,Argentina,France
94446,Argentina,Spain
94447,Spain,Argentina
94448,Argentina,France
94449,Argentina,France
94450,Argentina,France
94451,Spain,Argentina
94452,Argentina,Spain
94453,Argentina,France
94454,Argentina,France
94455,Argentina,France
94456,France,Argentina
94457,France,Argentina
94458,France,Argentina
94459,Spain,Argentina
94460,France,Argentina
94461,Argentina,France
94462,Argentina,Spain
94463,France,Argentina
94464,Spain,England
94465,England,France
94466,Argentina,Spain
94467,France,England
94468,Argentina,Spain
94469,France,Argentina
94470,Argentina,Spain
94471,England,France
94472,France,England
94473,Argentina,Spain
94474,France,Argentina
94475,Argentina,Spain
94476,Argentina,Spain
94477,Argentina,France
94478,Spain,Argentina
94479,Spain,Argentina
94480,France,England
94481,Argentina,France
94482,Argentina,Spain
94483,France,Argentina
94484,Argentina,Spain
94485,France,Argentina
94486,Spain,Argentina
94487,France,Argentina
94488,Spain,England
94489,Argentina,France
94490,France,Argentina
94491,Argentina,Spain
94492,Argentina,France
94493,England,France
94494,Argentina,France
94495,Spain,Argentina
94496,Spain,England
94497,Spain,Argentina
94498,France,Argentina
94499,Argentina,France
94500,Argentina,Spain
94501,Argentina,Spain
94502,Spain,Argentina
94503,France,Argentina
94504,Argentina,France
94505,Argentina,France
94506,Spain,Argentina
94507,France,Argentina
94508,France,Argentina
94509,Spain,England
94510,Argentina,Spain
94511,Spain,Argentina
94512,Argentina,France
94513,Argentina,Spain
94514,France,Argentina
94515,Argentina,France
94516,France,Argentina
94517,Argentina,Spain
94518,Argentina,France
94519,England,France
94520,France,Argentina
94521,Argentina,Spain
94522,Argentina,France
94523,France,Argentina
94524,Argentina,France
94525,Spain,Argentina
94526,Argentina,Spain
94527,Spain,Argentina
94528,Spain,Argentina
94529,Argentina,France
94530,Spain,England
94531,England,Spain
94532,Argentina,France
94533,France,Argentina
94534,Argentina,Spain
94535,Spain,Argentina
94536,Argentina,France
94537,Argentina,Spain
94538,Spain,Argentina
94539,England,France
94540,Argentina,Spain
94541,Argentina,France
94542,France,Argentina
94543,Argentina,France
94544,Argentina,Spain
94545,Argentina,Spain
94546,Spain,Argentina
94547,Argentina,Spain
94548,Argentina,Spain
94549,France,England
94550,Spain,Argentina
94551,Argentina,Spain
94552,France,Argentina
94553,Argentina,France
94554,Spain,Argentina
94555,Argentina,France
94556,France,England
94557,Argentina,France
94558,England,France
94559,England,France
94560,Argentina,Spain
94561,Argentina,France
94562,Argentina,Spain
94563,France,Argentina
94564,Argentina,France
94565,Argentina,Spain
94566,Argentina,France
94567,Spain,Argentina
94568,England,Spain
94569,Argentina,Spain
94570,Spain,Argentina
94571,Argentina,Spain
94572,France,Argentina
94573,Argentina,France
94574,Argentina,France
94575,Spain,Argentina
94576,Argentina,France
94577,Argentina,France
94578,France,England
94579,Spain,Argentina
94580,Argentina,France
94581,France,Argentina
94582,France,Argentina
94583,France,Argentina
94584,Argentina,France
94585,France,England
94586,Spain,Argentina
94587,Argentina,France
94588,Argentina,France
94589,France,England
94590,Spain,England
94591,Argentina,France
94592,France,Argentina
94593,Argentina,France
94594,France,Argentina
94595,Spain,England
94596,Argentina,France
94597,Argentina,France
94598,Argentina,Spain
94599,Argentina,France
94600,Spain,Argentina
94601,Spain,Argentina
94602,Argentina,Spain
94603,Argentina,France
94604,Spain,Argentina
94605,Argentina,Spain
94606,France,Argentina
94607,Argentina,France
94608,Argentina,Spain
94609,France,England
94610,Argentina,France
94611,France,England
94612,Spain,Argentina
94613,France,Argentina
94614,Spain,Argentina
94615,Argentina,France
94616,Argentina,France
94617,Argentina,Spain
94618,Argentina,Spain
94619,Argentina,France
94620,France,Argentina
94621,Argentina,France
94622,Argentina,France
94623,Argentina,France
94624,Argentina,France
94625,Argentina,France
94626,Argentina,France
94627,Argentina,Spain
94628,Spain,Argentina
94629,Spain,England
94630,France,Argentina
94631,Argentina,France
94632,Spain,Argentina
94633,France,England
94634,Argentina,Spain
94635,France,Argentina
94636,Argentina,France
94637,Argentina,France
94638,Spain,Argentina
94639,Spain,England
94640,Argentina,France
94641,Argentina,Spain
94642,Argentina,France
94643,Spain,Argentina
94644,Argentina,Spain
94645,Argentina,France
94646,Argentina,Spain
94647,Spain,Argentina
94648,Spain,Argentina
94649,Argentina,France
94650,Argentina,Spain
94651,Argentina,France
94652,Argentina,Spain
94653,Argentina,Spain
94654,England,Spain
94655,Argentina,France
94656,Spain,England
94657,Argentina,France
94658,Spain,England
94659,France,Argentina
94660,Argentina,Spain
94661,England,France
94662,Argentina,Spain
94663,France,Argentina
94664,Spain,Argentina
94665,Argentina,France
94666,England,France
94667,Argentina,France
94668,Argentina,Spain
94669,Argentina,France
94670,Argentina,Spain
94671,France,Argentina
94672,Argentina,France
94673,Argentina,France
94674,Argentina,Spain
94675,Argentina,France
94676,Argentina,Spain
94677,Argentina,France
94678,France,Argentina
94679,Spain,Argentina
94680,Spain,Argentina
94681,France,Argentina
94682,Spain,Argentina
94683,Argentina,Spain
94684,Argentina,Spain
94685,Argentina,Spain
94686,Argentina,France
94687,Spain,Argentina
94688,Argentina,France
94689,Argentina,Spain
94690,France,England
94691,Spain,England
94692,Spain,Argentina
94693,Argentina,Spain
94694,Argentina,Spain
94695,Argentina,Spain
94696,Argentina,Spain
94697,Argentina,France
94698,France,Argentina
94699,Spain,Argentina
94700,France,Argentina
94701,Argentina,Spain
94702,France,Argentina
94703,France,England
94704,France,Argentina
94705,Argentina,France
94706,Argentina,France
94707,France,England
94708,Spain,England
94709,England,Spain
94710,Spain,Argentina
94711,Spain,England
94712,Argentina,France
94713,Argentina,France
94714,France,Argentina
94715,France,Argentina
94716,Argentina,Spain
94717,Argentina,Spain
94718,Argentina,France
94719,Argentina,France
94720,Spain,England
94721,France,Argentina
94722,Argentina,France
94723,France,Argentina
94724,Spain,England
94725,Argentina,Spain
94726,Spain,Argentina
94727,Spain,Argentina
94728,Spain,Argentina
94729,Argentina,Spain
94730,France,England
94731,France,Argentina
94732,France,Argentina
94733,Argentina,Spain
94734,Spain,Argentina
94735,Argentina,France
94736,Argentina,France
94737,France,Argentina
94738,Spain,Argentina
94739,Argentina,France
94740,Argentina,France
94741,Argentina,France
94742,France,Argentina
94743,Argentina,France
94744,England,Spain
94745,Argentina,France
94746,Argentina,France
94747,Argentina,France
94748,Argentina,France
94749,France,Argentina
94750,Spain,Argentina
94751,Argentina,Spain
94752,Argentina,Spain
94753,France,Argentina
94754,Argentina,Spain
94755,Spain,England
94756,Argentina,Spain
94757,France,England
94758,Spain,Argentina
94759,Spain,Argentina
94760,England,France
94761,Argentina,Spain
94762,France,Argentina
94763,Argentina,France
94764,Argentina,France
94765,France,Argentina
94766,France,Argentina
94767,Spain,England
94768,France,England
94769,Argentina,France
94770,Argentina,France
94771,Spain,England
94772,Argentina,France
94773,Argentina,France
94774,Argentina,Spain
94775,Argentina,Spain
94776,Argentina,Spain
94777,Spain,England
94778,Argentina,Spain
94779,Argentina,Spain
94780,Spain,England
94781,Argentina,Spain
94782,Spain,Argentina
94783,Argentina,France
94784,France,Argentina
94785,Argentina,France
94786,France,Argentina
94787,France,Argentina
94788,Argentina,France
94789,France,England
94790,France,Argentina
94791,Argentina,France
94792,Argentina,France
94793,Spain,Argentina
94794,Argentina,Spain
94795,Spain,Argentina
94796,Spain,Argentina
94797,Argentina,France
94798,Argentina,Spain
94799,Argentina,France
94800,Argentina,France
94801,Argentina,Spain
94802,Argentina,France
94803,Argentina,Spain
94804,France,England
94805,Argentina,France
94806,France,England
94807,France,England
94808,Argentina,France
94809,Spain,England
94810,Argentina,France
94811,France,England
94812,Argentina,France
94813,Spain,Argentina
94814,Argentina,Spain
94815,France,Argentina
94816,Argentina,Spain
94817,Argentina,France
94818,Argentina,Spain
94819,France,Argentina
94820,Argentina,France
94821,Argentina,Spain
94822,Spain,Argentina
94823,England,Spain
94824,Argentina,Spain
94825,Spain,Argentina
94826,England,France
94827,Argentina,Spain
94828,Argentina,France
94829,Spain,England
94830,Argentina,France
94831,France,Argentina
94832,Argentina,France
94833,England,Spain
94834,Spain,England
94835,Argentina,France
94836,Argentina,France
94837,Spain,Argentina
94838,Argentina,France
94839,Argentina,Spain
94840,France,Argentina
94841,France,Argentina
94842,Spain,Argentina
94843,Spain,England
94844,Argentina,Spain
94845,England,Spain
94846,Argentina,France
94847,Spain,Argentina
94848,France,England
94849,France,England
94850,France,Argentina
94851,Argentina,France
94852,Argentina,Spain
94853,Argentina,France
94854,Argentina,Spain
94855,Spain,England
94856,France,Argentina
94857,Argentina,France
94858,Argentina,Spain
94859,France,Argentina
94860,Argentina,Spain
94861,England,Spain
94862,Argentina,France
94863,Argentina,France
94864,Argentina,France
94865,Argentina,Spain
94866,Argentina,France
94867,England,France
94868,Argentina,France
94869,Spain,Argentina
94870,Argentina,Spain
94871,Argentina,Spain
94872,Spain,Argentina
94873,Spain,England
94874,France,Argentina
94875,France,Argentina
94876,Argentina,Spain
94877,Spain,Argentina
94878,Argentina,France
94879,Spain,Argentina
94880,Argentina,France
94881,Argentina,France
94882,Argentina,France
94883,France,Argentina
94884,France,Argentina
94885,France,Argentina
94886,Argentina,France
94887,Argentina,France
94888,Spain,Argentina
94889,Argentina,Spain
94890,France,England
94891,Argentina,France
94892,Argentina,France
94893,France,Argentina
94894,France,Argentina
94895,Argentina,Spain
94896,Argentina,Spain
94897,France,England
94898,France,Argentina
94899,Argentina,France
94900,Argentina,Spain
94901,Argentina,Spain
94902,Argentina,Spain
94903,Argentina,Spain
94904,Spain,Argentina
94905,Argentina,France
94906,Spain,Argentina
94907,Argentina,France
94908,Argentina,Spain
94909,Argentina,France
94910,Argentina,Spain
94911,Argentina,Spain
94912,France,Argentina
94913,Argentina,France
94914,France,Argentina
94915,Spain,England
94916,Spain,Argentina
94917,Argentina,Spain
94918,Argentina,Spain
94919,Argentina,France
94920,Argentina,Spain
94921,France,Argentina
94922,Argentina,France
94923,Argentina,France
94924,Argentina,France
94925,Argentina,Spain
94926,Argentina,France
94927,France,Argentina
94928,Argentina,Spain
94929,Spain,Argentina
94930,France,Argentina
94931,Argentina,France
94932,Argentina,France
94933,England,France
94934,Argentina,Spain
94935,France,Argentina
94936,Spain,England
94937,Spain,Argentina
94938,Spain,Argentina
94939,Argentina,Spain
94940,France,Argentina
94941,Argentina,France
94942,Spain,Argentina
94943,Argentina,Spain
94944,Spain,Argentina
94945,Argentina,France
94946,Argentina,Spain
94947,Argentina,France
94948,England,Spain
94949,Spain,Argentina
94950,Argentina,Spain
94951,England,Spain
94952,England,Spain
94953,France,Argentina
94954,Spain,Argentina
94955,Spain,Argentina
94956,France,Argentina
94957,Argentina,Spain
94958,Argentina,France
94959,France,England
94960,Argentina,France
94961,Argentina,France
94962,Argentina,France
94963,France,Argentina
94964,France,Argentina
94965,Argentina,Spain
94966,Argentina,France
94967,Argentina,Spain
94968,Argentina,Spain
94969,Argentina,France
94970,France,Argentina
94971,Argentina,France
94972,Argentina,Spain
94973,Argentina,Spain
94974,Argentina,France
94975,France,Argentina
94976,Argentina,Spain
94977,Spain,England
94978,Argentina,Spain
94979,Argentina,Spain
94980,Argentina,France
94981,Argentina,Spain
94982,France,Argentina
94983,Argentina,France
94984,Argentina,Spain
94985,Argentina,Spain
94986,Argentina,France
94987,France,Argentina
94988,Argentina,Spain
94989,Argentina,France
94990,France,Argentina
94991,Argentina,France
94992,England,France
94993,Argentina,France
94994,Argentina,Spain
94995,Argentina,Spain
94996,England,Spain
94997,Argentina,Spain
94998,Argentina,France
94999,England,Spain
95000,Argentina,Spain
95001,Argentina,France
95002,Argentina,France
95003,France,Argentina
95004,France,Argentina
95005,Argentina,France
95006,Argentina,Spain
95007,Argentina,Spain
95008,Argentina,Spain
95009,England,France
95010,England,Spain
95011,Argentina,France
95012,Argentina,Spain
95013,France,Argentina
95014,France,Argentina
95015,Spain,Argentina
95016,France,Argentina
95017,Spain,Argentina
95018,Argentina,France
95019,France,Argentina
95020,Argentina,Spain
95021,Argentina,Spain
95022,Argentina,Spain
95023,Spain,England
95024,Spain,England
95025,England,France
95026,Spain,England
95027,Argentina,Spain
95028,Argentina,Spain
95029,Spain,Argentina
95030,France,Argentina
95031,Spain,Argentina
95032,Argentina,France
95033,Argentina,France
95034,Argentina,Spain
95035,Argentina,Spain
95036,France,Argentina
95037,Argentina,France
95038,Spain,Argentina
95039,Argentina,France
95040,France,England
95041,France,England
95042,Argentina,Spain
95043,Spain,Argentina
95044,Argentina,France
95045,England,Spain
95046,Argentina,France
95047,Argentina,Spain
95048,France,England
95049,Argentina,France
95050,France,England
95051,Argentina,France
95052,England,France
95053,Argentina,Spain
95054,France,Argentina
95055,France,Argentina
95056,Argentina,Spain
95057,Argentina,France
95058,Argentina,France
95059,Argentina,France
95060,Argentina,Spain
95061,Argentina,France
95062,Argentina,France
95063,Argentina,France
95064,Argentina,France
95065,France,Argentina
95066,Argentina,Spain
95067,France,Argentina
95068,Argentina,France
95069,Spain,England
95070,Argentina,France
95071,Spain,Argentina
95072,France,Argentina
95073,France,England
95074,Argentina,France
95075,Spain,Argentina
95076,France,England
95077,Argentina,Spain
95078,Argentina,Spain
95079,Argentina,France
95080,Argentina,Spain
95081,Spain,Argentina
95082,Argentina,Spain
95083,Argentina,France
95084,Argentina,France
95085,Spain,England
95086,Argentina,Spain
95087,Argentina,Spain
95088,Argentina,Spain
95089,France,Argentina
95090,Argentina,France
95091,France,Argentina
95092,Argentina,Spain
95093,Argentina,France
95094,Argentina,Spain
95095,Argentina,France
95096,Spain,Argentina
95097,France,England
95098,Argentina,Spain
95099,England,France
95100,Argentina,France
95101,Argentina,France
95102,Argentina,France
95103,Argentina,France
95104,Argentina,Spain
95105,Spain,England
95106,Spain,Argentina
95107,France,Argentina
95108,Argentina,Spain
95109,France,Argentina
95110,France,England
95111,Argentina,France
95112,Argentina,France
95113,England,Spain
95114,Argentina,France
95115,Argentina,Spain
95116,Argentina,France
95117,Argentina,France
95118,Argentina,France
95119,Argentina,Spain
95120,Argentina,France
95121,France,Argentina
95122,England,Spain
95123,Argentina,France
95124,Argentina,France
95125,Argentina,Spain
95126,Argentina,France
95127,France,Argentina
95128,England,France
95129,France,Argentina
95130,Argentina,France
95131,Spain,Argentina
95132,France,Argentina
95133,Argentina,France
95134,Argentina,France
95135,France,Argentina
95136,Spain,England
95137,Argentina,France
95138,Argentina,France
95139,Argentina,France
95140,Argentina,France
95141,Spain,Argentina
95142,France,Argentina
95143,Argentina,Spain
95144,France,Argentina
95145,Spain,Argentina
95146,France,Argentina
95147,Argentina,France
95148,France,Argentina
95149,France,England
95150,France,England
95151,Argentina,France
95152,France,England
95153,Spain,Argentina
95154,France,Argentina
95155,Spain,England
95156,Argentina,Spain
95157,Spain,Argentina
95158,Argentina,Spain
95159,Argentina,France
95160,England,Spain
95161,Argentina,France
95162,France,Argentina
95163,Argentina,Spain
95164,France,Argentina
95165,Spain,England
95166,Spain,Argentina
95167,France,Argentina
95168,Argentina,Spain
95169,Argentina,Spain
95170,Argentina,France
95171,Argentina,France
95172,England,France
95173,France,Argentina
95174,Argentina,France
95175,France,Argentina
95176,Argentina,France
95177,Spain,England
95178,Argentina,France
95179,Spain,England
95180,England,France
95181,France,England
95182,Argentina,Spain
95183,Argentina,France
95184,Argentina,Spain
95185,England,France
95186,Spain,England
95187,Spain,Argentina
95188,Argentina,France
95189,France,Argentina
95190,Argentina,France
95191,Argentina,France
95192,France,Argentina
95193,France,Argentina
95194,Argentina,Spain
95195,France,Argentina
95196,Argentina,France
95197,Argentina,France
95198,France,Argentina
95199,France,Argentina
95200,Spain,Argentina
95201,France,Argentina
95202,Argentina,France
95203,Argentina,France
95204,France,Argentina
95205,Spain,Argentina
95206,France,Argentina
95207,England,Spain
95208,Argentina,France
95209,Argentina,France
95210,Spain,Argentina
95211,Spain,Argentina
95212,France,England
95213,Argentina,France
95214,Argentina,Spain
95215,Argentina,France
95216,Argentina,France
95217,France,Argentina
95218,Argentina,Spain
95219,France,Argentina
95220,France,Argentina
95221,Argentina,France
95222,France,Argentina
95223,Argentina,France
95224,Spain,Argentina
95225,Argentina,France
95226,France,England
95227,France,Argentina
95228,Argentina,France
95229,Spain,Argentina
95230,Argentina,Spain
95231,France,England
95232,Argentina,France
95233,Argentina,France
95234,Argentina,France
95235,Argentina,France
95236,France,England
95237,Argentina,Spain
95238,Argentina,France
95239,France,Argentina
95240,France,Argentina
95241,Argentina,France
95242,England,France
95243,Argentina,Spain
95244,England,France
95245,Argentina,France
95246,Argentina,France
95247,Spain,England
95248,France,England
95249,Argentina,France
95250,Argentina,France
95251,Spain,Argentina
95252,Argentina,France
95253,Argentina,France
95254,France,Argentina
95255,France,Argentina
95256,Argentina,France
95257,Argentina,Spain
95258,England,France
95259,Argentina,Spain
95260,Argentina,France
95261,England,France
95262,Argentina,France
95263,Spain,Argentina
95264,Argentina,Spain
95265,Argentina,France
95266,Argentina,France
95267,Argentina,France
95268,Argentina,France
95269,Spain,England
95270,Argentina,France
95271,Argentina,Spain
95272,France,Argentina
95273,Argentina,France
95274,Spain,England
95275,Argentina,Spain
95276,Argentina,France
95277,Spain,Argentina
95278,France,Argentina
95279,Spain,Argentina
95280,France,England
95281,Spain,Argentina
95282,Argentina,France
95283,France,Argentina
95284,Argentina,Spain
95285,Argentina,Spain
95286,Argentina,Spain
95287,Argentina,Spain
95288,Argentina,Spain
95289,Spain,Argentina
95290,Argentina,France
95291,Argentina,France
95292,Argentina,Spain
95293,Argentina,Spain
95294,Argentina,Spain
95295,Argentina,Spain
95296,Argentina,France
95297,Argentina,Spain
95298,Argentina,Spain
95299,France,Argentina
95300,Argentina,France
95301,Argentina,Spain
95302,Argentina,Spain
95303,Spain,Argentina
95304,France,Argentina
95305,Spain,Argentina
95306,Spain,Argentina
95307,Argentina,Spain
95308,Argentina,Spain
95309,England,France
95310,Argentina,Spain
95311,Spain,England
95312,Argentina,France
95313,France,Argentina
95314,France,Argentina
95315,France,Argentina
95316,France,Argentina
95317,Argentina,Spain
95318,Argentina,Spain
95319,Argentina,Spain
95320,Argentina,Spain
95321,Spain,Argentina
95322,Argentina,France
95323,Spain,Argentina
95324,France,England
95325,France,Argentina
95326,Argentina,France
95327,France,England
95328,England,Spain
95329,Argentina,Spain
95330,Argentina,France
95331,Spain,Argentina
95332,France,Argentina
95333,France,Argentina
